Protein_Id,Reference_Def,Hit Def,Status,Number of Mutations,Length
YP_005224355.1,putative glycoprotein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92122.1 alpha-galactosidase [Klebsiella pneumoniae],Mutated,14,707
YP_005227685.1,"phosphogluconate dehydratase, partial [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS95254.1 phosphogluconate dehydratase [Klebsiella pneumoniae],Mutated,556,66
YP_005228739.1,"naphthalene 1,2-dioxygenase system ferredoxin component [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS96397.1 naphthalene 1,2-dioxygenase [Klebsiella pneumoniae]",Mutated,1,107
YP_005227203.1,putative ABC transporter periplasmic binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94826.1 spermidine/putrescine ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,4,381
YP_005227286.1,"type VI secretion ATPase, ClpV1 family [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC23592.1 ATPase [Klebsiella pneumoniae],Mutated,21,72
YP_005225402.1,DeoR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93102.1 DNA-binding transcriptional regulator [Klebsiella pneumoniae],Mutated,15,231
YP_005226195.1,gamma-glutamyl-gamma-aminobutyrate hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93848.1 gamma-glutamyl-gamma-aminobutyrate hydrolase [Klebsiella pneumoniae],Mutated,7,250
YP_005226722.1,DNA replication terminus site-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94393.1 DNA replication terminus site-binding protein [Klebsiella pneumoniae],Mutated,7,310
YP_005225875.1,cytochrome d terminal oxidase polypeptide subunit II [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93549.1 cytochrome d ubiquinol oxidase subunit II [Klebsiella pneumoniae],Mutated,2,379
YP_005226662.1,YdbL family protein,GCA_002156725.1 ARS94338.1 hypothetical protein B9G35_13195 [Klebsiella pneumoniae],Mutated,4,107
YP_005228862.1,repressor protein for FtsI [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96513.1 cell division protein FtsP [Klebsiella pneumoniae],Mutated,5,470
YP_005225130.1,quinolinate phosphoribosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92860.1 nicotinate-nucleotide diphosphorylase [Klebsiella pneumoniae],Mutated,1,297
YP_005225851.1,DUF2517 family protein,GCA_002156725.1 ARS97173.1 hypothetical protein B9G35_08755 [Klebsiella pneumoniae],Mutated,1,69
YP_005226614.1,ImcF domain-containing protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94293.1 type VI secretion protein VasK [Klebsiella pneumoniae],Mutated,410,1141
YP_005227235.1,putative transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94856.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,32,127
YP_005228720.1,fructose-bisphosphate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96378.1 class II fructose-bisphosphate aldolase [Klebsiella pneumoniae],Mutated,1,359
YP_005227737.1,amino acid ABC transporter membrane protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95304.1 amino acid ABC transporter permease [Klebsiella pneumoniae],Mutated,2,222
YP_005227219.1,TDT family K+-tellurite ethidium and proflavin transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94840.1 dicarboxylate transporter/tellurite-resistance protein TehA [Klebsiella pneumoniae],Mutated,4,334
YP_005228553.1,cobalt-factor II C(20)-methyltransferase,GCA_002156725.1 ARS96217.1 precorrin-2 C(20)-methyltransferase [Klebsiella pneumoniae],Mutated,10,236
YP_005226219.1,major sodium/proline symporter [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93871.1 sodium:proline symporter [Klebsiella pneumoniae],Mutated,4,502
YP_005224970.1,4-hydroxybenzoate 3-monooxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92710.1 4-hydroxybenzoate 3-monooxygenase [Klebsiella pneumoniae],Mutated,12,394
YP_005227820.1,4-oxalocrotonate tautomerase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95462.1 tautomerase family protein [Klebsiella pneumoniae],Mutated,3,129
YP_005225826.1,tRNA-I(6)A37 thiotransferase enzyme MiaB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93501.1 tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Klebsiella pneumoniae],Mutated,1,474
YP_005227583.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95166.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,69,299
YP_005224638.1,phosphonates transport ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92397.1 phosphonate C-P lyase system protein PhnK [Klebsiella pneumoniae],Mutated,3,252
YP_005227916.1,putative xanthine/uracil/vitamin C permease [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95551.1 NCS2 family permease [Klebsiella pneumoniae],Mutated,19,447
YP_005227163.1,putative maltoporin [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94790.1 porin [Klebsiella pneumoniae],Mutated,10,538
YP_005225835.1,B12-dependent methionine synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93512.1 methionine synthase [Klebsiella pneumoniae],Mutated,7,102
YP_005228936.1,aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96584.1 autoinducer 2 aldolase [Klebsiella pneumoniae],Mutated,1,295
YP_005226218.1,proline dehydrogenase/delta-1-pyrroline-5-carboxylate dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93870.1 trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase [Klebsiella pneumoniae],Mutated,400,986
YP_005227279.1,putative MFS-family transport protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94895.1 Bcr/CflA family multidrug efflux MFS transporter [Klebsiella pneumoniae],Mutated,23,393
YP_005224856.1,"IS3 family element, transposase orfB [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002202195.1 ASC22621.1 transposase [Klebsiella pneumoniae],Mutated,235,159
YP_005229000.1,GIY-YIG nuclease family protein,GCA_002156725.1 ARS97320.1 hypothetical protein B9G35_25640 [Klebsiella pneumoniae],Mutated,15,96
YP_005224783.1,adenine deaminase dihydroorotase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92532.1 amidohydrolase/deacetylase family hydrolase [Klebsiella pneumoniae],Mutated,10,377
YP_005225027.1,transcriptional activator NhaR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92761.1 transcriptional activator NhaR [Klebsiella pneumoniae],Mutated,2,298
YP_005224785.1,KDGP aldolase family protein,GCA_002156725.1 ARS92534.1 2-dehydro-3-deoxyphosphooctonate aldolase [Klebsiella pneumoniae],Mutated,5,246
YP_005227526.1,cation transport regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95112.1 cation transport regulator [Klebsiella pneumoniae],Mutated,1,226
YP_005227767.1,High-molecular-weight nonribosomal peptide/polyketide synthetase 1 (HMWP1) [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95364.1 polyketide synthase [Klebsiella pneumoniae],Mutated,108,3163
YP_005225871.1,succinyl-CoA synthetase subunit beta [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93545.1 succinyl-CoA ligase subunit beta [Klebsiella pneumoniae],Mutated,1,388
YP_005228818.1,type IV B pilus protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96473.1 hypothetical protein B9G35_24735 [Klebsiella pneumoniae],Mutated,1,189
YP_005229217.1,hypothetical protein KPHS_49170 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96856.1 pilus assembly protein [Klebsiella pneumoniae],Mutated,6,266
YP_005225753.1,Xre family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93434.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,7,134
YP_005227970.1,mannonate dehydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95600.1 mannonate dehydratase [Klebsiella pneumoniae],Mutated,6,396
YP_005229140.1,large-conductance mechanosensitive channel [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96779.1 large-conductance mechanosensitive channel [Klebsiella pneumoniae],Mutated,1,137
YP_005225297.1,"acetoin:2,6-dichlorophenolindophenol oxidoreductase, beta subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS93009.1 alpha-ketoacid dehydrogenase subunit beta [Klebsiella pneumoniae],Mutated,4,339
YP_005226894.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94552.1 oxidoreductase [Klebsiella pneumoniae],Mutated,28,324
YP_005227775.1,hypothetical protein KPHS_34750 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95374.1 hypothetical protein B9G35_18815 [Klebsiella pneumoniae],Mutated,2,77
YP_005229379.1,ABC transport system ATP-binding component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97005.1 ABC transporter ATP-binding protein [Klebsiella pneumoniae],Mutated,24,539
YP_005228215.1,YfgM family protein,GCA_002156725.1 ARS95876.1 hypothetical protein B9G35_21535 [Klebsiella pneumoniae],Mutated,25,206
YP_005227128.1,putative monooxygenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94756.1 putative FMN-dependent luciferase-like monooxygenase [Klebsiella pneumoniae],Mutated,8,328
YP_005225247.1,"D,D-heptose 1,7-bisphosphate phosphatase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS92960.1 D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [Klebsiella pneumoniae]",Mutated,2,188
YP_005226234.1,putative oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93884.1 molecular chaperone [Klebsiella pneumoniae],Mutated,5,183
YP_005227787.1,putative MobB mobilization protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002202195.1 ASC25609.1 MFS transporter [Klebsiella pneumoniae],Mutated,127,619
YP_005225066.1,two-component sensor kinase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92799.1 histidine kinase [Klebsiella pneumoniae],Mutated,5,541
YP_005228572.1,propanediol utilization diol dehydratase reactivation protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96237.1 propanediol dehydratase [Klebsiella pneumoniae],Mutated,3,116
YP_005228687.1,peptide chain release factor 2 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96347.1 peptide chain release factor 2 [Klebsiella pneumoniae],Mutated,75,320
YP_005224540.1,sorbose-specific phosphotransferase enzyme IIA component [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92306.1 sorbose-specific phosphotransferase enzyme IIA component [Klebsiella pneumoniae],Mutated,5,135
YP_005225181.1,general secretion pathway protein J [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92904.1 type II secretion system protein GspJ [Klebsiella pneumoniae],Mutated,12,198
YP_005224653.1,IS3 family transposase,GCA_002202195.1 ASC22409.1 transposase [Klebsiella pneumoniae],Mutated,208,261
YP_005229423.1,ADP-heptose--LPS heptosyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS97051.1 ADP-heptose--LPS heptosyltransferase [Klebsiella pneumoniae],Mutated,17,342
YP_005227988.1,putative DEOR-type transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95617.1 DeoR family transcriptional regulator [Klebsiella pneumoniae],Mutated,9,253
YP_005229016.1,ribosome assembly cofactor RimP,GCA_002156725.1 ARS96659.1 ribosome maturation factor [Klebsiella pneumoniae],Mutated,67,89
YP_005227343.1,acridine efflux pump [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94952.1 multidrug efflux RND transporter permease subunit [Klebsiella pneumoniae],Mutated,23,1038
YP_005227317.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94927.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,4,299
YP_005229517.1,4-oxalomesaconate tautomerase,GCA_002156725.1 ARS91974.1 4-oxalomesaconate tautomerase [Klebsiella pneumoniae],Mutated,19,351
YP_005228221.1,penicillin binding protein 1C [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95882.1 penicillin-binding protein 1C [Klebsiella pneumoniae],Mutated,35,774
YP_005225537.1,phage N-6-adenine-methyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156745.1 ART01775.1 phage N-6-adenine-methyltransferase [Klebsiella pneumoniae],Mutated,22,175
YP_005225529.1,"UDP-2,3-diacylglucosamine hydrolase [Klebsiella pneumoniae subsp. pneumoniae HS11286]","GCA_002156725.1 ARS93220.1 UDP-2,3-diacylglucosamine diphosphatase [Klebsiella pneumoniae]",Mutated,8,240
YP_005224432.1,lipopolysaccharide biosynthesis protein WzzE [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92200.1 polysaccharide chain length modulation protein [Klebsiella pneumoniae],Mutated,14,338
YP_005226483.1,lipopolysaccharide assembly protein LapB,GCA_002156725.1 ARS94102.1 lipopolysaccharide assembly protein LapB [Klebsiella pneumoniae],Mutated,125,285
YP_005228453.1,"iron ABC superfamily ATP binding cassette transporter, binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96122.1 metal ABC transporter substrate-binding protein [Klebsiella pneumoniae],Mutated,8,305
YP_005229218.1,peptidoglycan synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96857.1 carboxypeptidase/penicillin-binding protein 1A [Klebsiella pneumoniae],Mutated,205,809
YP_005225834.1,glutaminyl-tRNA synthetase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93511.1 glutamine--tRNA ligase [Klebsiella pneumoniae],Mutated,6,555
YP_005225353.1,acyltransferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93058.1 GNAT family N-acetyltransferase [Klebsiella pneumoniae],Mutated,18,572
YP_005226452.1,hypothetical protein KPHS_21520 [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94070.1 hypothetical protein B9G35_11740 [Klebsiella pneumoniae],Mutated,61,66
YP_005224727.1,isovaleryl CoA dehydrogenase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92477.1 isovaleryl-CoA dehydrogenase [Klebsiella pneumoniae],Mutated,13,545
YP_005229036.1,octaprenyl-diphosphate synthase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96676.1 octaprenyl diphosphate synthase [Klebsiella pneumoniae],Mutated,2,323
YP_005226866.1,glutaminase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94524.1 glutaminase [Klebsiella pneumoniae],Mutated,24,308
YP_005228176.1,succinyl-diaminopimelate desuccinylase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95789.1 succinyl-diaminopimelate desuccinylase [Klebsiella pneumoniae],Mutated,3,375
YP_005226631.1,MBL fold metallo-hydrolase,GCA_002156725.1 ARS94308.1 MBL fold metallo-hydrolase [Klebsiella pneumoniae],Mutated,14,289
YP_005224462.1,phospholipase A [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92228.1 phospholipase [Klebsiella pneumoniae],Mutated,2,286
YP_005225606.1,DUF1471 domain-containing protein,GCA_002156725.1 ARS93303.1 hypothetical protein B9G35_07510 [Klebsiella pneumoniae],Mutated,1,90
YP_005227054.1,ABC transporter ATP-binding protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94696.1 ABC transporter permease [Klebsiella pneumoniae],Mutated,25,246
YP_005228877.1,DUF1190 family protein,GCA_002156725.1 ARS96528.1 hypothetical protein B9G35_25030 [Klebsiella pneumoniae],Mutated,4,223
YP_005226340.1,putative carboxylyase-related protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],"GCA_002156725.1 ARS93972.1 3,4-dihydroxybenzoate decarboxylase [Klebsiella pneumoniae]",Mutated,7,502
YP_005228566.1,propanediol utilization polyhedral bodies protein [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96231.1 ethanolamine utilization protein EutM [Klebsiella pneumoniae],Mutated,1,94
YP_005229204.1,nitrite reductase large subunit [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96841.1 nitrite reductase large subunit [Klebsiella pneumoniae],Mutated,7,847
YP_005227887.1,multidrug efflux system subunit MdtB [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS95527.1 multidrug transporter subunit MdtB [Klebsiella pneumoniae],Mutated,22,1040
YP_005224336.1,putative 2-component transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92102.1 PIN domain nuclease [Klebsiella pneumoniae],Mutated,4,127
YP_005225279.1,DNA-binding transcriptional regulator CsiR [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS92992.1 transcriptional regulator [Klebsiella pneumoniae],Mutated,14,230
YP_005229328.1,inner membrane protein YhjD,GCA_002156725.1 ARS96961.1 inner membrane protein YhjD [Klebsiella pneumoniae],Mutated,2,343
YP_005226532.1,LysR family transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS94215.1 LysR family transcriptional regulator [Klebsiella pneumoniae],Mutated,31,304
YP_005224621.1,sel1 repeat family protein,GCA_002156725.1 ARS92382.1 hypothetical protein B9G35_02480 [Klebsiella pneumoniae],Mutated,1,228
YP_005228530.1,"L-1,2-propanediol oxidoreductase [Klebsiella pneumoniae subsp. pneumoniae HS11286]",GCA_002156725.1 ARS96196.1 lactaldehyde reductase [Klebsiella pneumoniae],Mutated,10,382
YP_005227724.1,RpiB/LacA/LacB family sugar-phosphate isomerase,GCA_002156725.1 ARS95291.1 hypothetical protein B9G35_18330 [Klebsiella pneumoniae],Mutated,11,212
YP_005225293.1,putative phospho-2-dehydro-3-deoxyheptonate aldolase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS93005.1 phospho-2-dehydro-3-deoxyheptonate aldolase [Klebsiella pneumoniae],Mutated,1,263
YP_005229059.1,mannonate dehydratase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96700.1 mannonate dehydratase [Klebsiella pneumoniae],Mutated,7,354
YP_005228846.1,putative S-transferase [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_002156725.1 ARS96497.1 thiol:disulfide oxidoreductase [Klebsiella pneumoniae],Mutated,4,288
YP_005225952.1,putative DNA-binding transcriptional regulator [Klebsiella pneumoniae subsp. pneumoniae HS11286],GCA_048320495.1 XPJ91099.1 transcriptional regulator CecR [Klebsiella pneumoniae],Mutated,144,100
