MSA File,Status,Number of Mutations,Total_hits
MSA_YP_005228974.1.faa,Mutations found,13,100
MSA_YP_005229289.1.faa,Mutations found,36,100
MSA_YP_005225421.1.faa,Mutations found,9,100
MSA_YP_005226704.1.faa,Mutations found,361,99
MSA_YP_005225544.1.faa,Mutations found,188,62
MSA_YP_005224659.1.faa,No mutations found,0,20
MSA_YP_005226159.1.faa,Mutations found,24,100
MSA_YP_005225282.1.faa,Mutations found,13,100
MSA_YP_005227058.1.faa,Mutations found,28,98
MSA_YP_005226356.1.faa,Mutations found,14,99
MSA_YP_005226053.1.faa,Mutations found,96,100
MSA_YP_005228782.1.faa,Mutations found,156,500
MSA_YP_005226773.1.faa,Mutations found,13,100
MSA_YP_005229574.1.faa,Mutations found,1,100
MSA_YP_005229518.1.faa,Mutations found,7,100
MSA_YP_005229168.1.faa,Mutations found,138,100
MSA_YP_005227039.1.faa,Mutations found,9,100
MSA_YP_005228288.1.faa,Mutations found,1,100
MSA_YP_005225023.1.faa,Mutations found,2,100
MSA_YP_005226817.1.faa,Mutations found,10,99
MSA_YP_005225123.1.faa,Mutations found,3,100
MSA_YP_005229304.1.faa,Mutations found,8,100
MSA_YP_005225761.1.faa,Mutations found,351,426
MSA_YP_005227208.1.faa,Mutations found,29,66
MSA_YP_005225886.1.faa,Mutations found,7,100
MSA_YP_005227972.1.faa,Mutations found,11,100
MSA_YP_005226642.1.faa,Mutations found,10,99
MSA_YP_005224984.1.faa,Mutations found,10,100
MSA_YP_005224749.1.faa,Mutations found,10,100
MSA_YP_005226210.1.faa,Mutations found,98,100
MSA_YP_005225534.1.faa,Mutations found,58,37
MSA_YP_005228122.1.faa,Mutations found,4,100
MSA_YP_005228674.1.faa,Mutations found,9,100
MSA_YP_005224894.1.faa,Mutations found,38,99
MSA_YP_005227923.1.faa,Mutations found,49,94
MSA_YP_005225568.1.faa,Mutations found,305,4
MSA_YP_005227873.1.faa,Mutations found,68,92
MSA_YP_005224354.1.faa,Mutations found,7,99
MSA_YP_005226935.1.faa,Mutations found,7,98
MSA_YP_005229129.1.faa,Mutations found,39,100
MSA_YP_005228733.1.faa,Mutations found,6,82
MSA_YP_005224662.1.faa,Mutations found,7,99
MSA_YP_005227830.1.faa,Mutations found,34,100
MSA_YP_005227929.1.faa,Mutations found,8,100
MSA_YP_005225968.1.faa,Mutations found,246,100
MSA_YP_005229448.1.faa,Mutations found,151,100
MSA_YP_005229457.1.faa,Mutations found,16,100
MSA_YP_005224343.1.faa,Mutations found,2,100
MSA_YP_005227345.1.faa,Mutations found,26,65
MSA_YP_005225141.1.faa,Mutations found,4,100
MSA_YP_005228379.1.faa,Mutations found,10,99
MSA_YP_005225769.1.faa,Mutations found,17,100
MSA_YP_005228136.1.faa,Mutations found,7,95
MSA_YP_005227731.1.faa,Mutations found,23,100
MSA_YP_005228574.1.faa,Mutations found,6,100
MSA_YP_005226323.1.faa,Mutations found,3,99
MSA_YP_005225411.1.faa,Mutations found,9,100
MSA_YP_005229282.1.faa,Mutations found,4,100
MSA_YP_005228515.1.faa,Mutations found,1,100
MSA_YP_005226192.1.faa,Mutations found,21,100
MSA_YP_005226457.1.faa,Mutations found,2,78
MSA_YP_005229394.1.faa,Mutations found,8,99
MSA_YP_005227951.1.faa,Mutations found,12,100
MSA_YP_005228466.1.faa,Mutations found,13,100
MSA_YP_005228199.1.faa,Mutations found,4,100
MSA_YP_005228596.1.faa,Mutations found,13,100
MSA_YP_005226385.1.faa,Mutations found,249,61
MSA_YP_005228310.1.faa,Mutations found,113,8
MSA_YP_005228328.1.faa,Mutations found,20,14
MSA_YP_005227644.1.faa,Mutations found,2,5
MSA_YP_005226985.1.faa,Mutations found,7,83
MSA_YP_005229081.1.faa,No mutations found,0,100
MSA_YP_005228245.1.faa,Mutations found,7,95
MSA_YP_005228889.1.faa,Mutations found,6,100
MSA_YP_005228435.1.faa,No mutations found,0,100
MSA_YP_005225103.1.faa,Mutations found,54,100
MSA_YP_005229412.1.faa,Mutations found,2,100
MSA_YP_005224630.1.faa,Mutations found,3,100
MSA_YP_005229189.1.faa,No mutations found,0,21
MSA_YP_005228211.1.faa,Mutations found,1,101
MSA_YP_005225760.1.faa,Mutations found,10,99
MSA_YP_005224584.1.faa,Mutations found,38,98
MSA_YP_005225415.1.faa,Mutations found,3,100
MSA_YP_005228909.1.faa,Mutations found,33,99
MSA_YP_005227043.1.faa,Mutations found,9,100
MSA_YP_005225924.1.faa,Mutations found,7,99
MSA_YP_005226017.1.faa,Mutations found,164,56
MSA_YP_005224750.1.faa,Mutations found,8,100
MSA_YP_005227958.1.faa,Mutations found,2,100
MSA_YP_005225255.1.faa,Mutations found,20,100
MSA_YP_005224853.1.faa,Mutations found,88,117
MSA_YP_005229212.1.faa,Mutations found,41,98
MSA_YP_005227688.1.faa,No mutations found,0,97
MSA_YP_005228084.1.faa,No mutations found,0,100
MSA_YP_005229238.1.faa,Mutations found,5,100
MSA_YP_005229413.1.faa,No mutations found,0,100
MSA_YP_005227048.1.faa,Mutations found,19,100
MSA_YP_005228414.1.faa,Mutations found,5,100
MSA_YP_005226249.1.faa,Mutations found,1,100
MSA_YP_005228904.1.faa,Mutations found,1,100
MSA_YP_005225935.1.faa,Mutations found,14,99
MSA_YP_005227160.1.faa,Mutations found,5,87
MSA_YP_005229604.1.faa,Mutations found,1,5
MSA_YP_005226498.1.faa,Mutations found,3,100
MSA_YP_005227056.1.faa,Mutations found,6,100
MSA_YP_005224848.1.faa,Mutations found,48,116
MSA_YP_005228080.1.faa,Mutations found,37,100
MSA_YP_005229314.1.faa,Mutations found,39,99
MSA_YP_005228851.1.faa,Mutations found,3,98
MSA_YP_005226209.1.faa,Mutations found,5,100
MSA_YP_005225608.1.faa,Mutations found,7,100
MSA_YP_005225750.1.faa,Mutations found,8,100
MSA_YP_005229559.1.faa,Mutations found,5,100
MSA_YP_005224933.1.faa,Mutations found,6,100
MSA_YP_005225567.1.faa,No mutations found,0,5
MSA_YP_005226698.1.faa,Mutations found,14,100
MSA_YP_005226300.1.faa,Mutations found,10,100
MSA_YP_005227736.1.faa,Mutations found,20,100
MSA_YP_005229402.1.faa,Mutations found,8,100
MSA_YP_005225090.1.faa,Mutations found,4,94
MSA_YP_005225148.1.faa,Mutations found,5,100
MSA_YP_005227448.1.faa,No mutations found,0,100
MSA_YP_005224464.1.faa,Mutations found,2,100
MSA_YP_005225705.1.faa,Mutations found,2,95
MSA_YP_005226263.1.faa,Mutations found,18,100
MSA_YP_005225175.1.faa,Mutations found,31,100
MSA_YP_005226294.1.faa,Mutations found,11,100
MSA_YP_005229509.1.faa,Mutations found,14,99
MSA_YP_005225524.1.faa,Mutations found,6,99
MSA_YP_005229546.1.faa,Mutations found,2,78
MSA_YP_005228919.1.faa,Mutations found,1,100
MSA_YP_005226898.1.faa,Mutations found,13,100
MSA_YP_005226183.1.faa,Mutations found,30,82
MSA_YP_005225289.1.faa,Mutations found,6,83
MSA_YP_005225531.1.faa,Mutations found,6,100
MSA_YP_005224334.1.faa,Mutations found,31,100
MSA_YP_005228149.1.faa,Mutations found,8,100
MSA_YP_005228464.1.faa,Mutations found,8,100
MSA_YP_005227564.1.faa,Mutations found,13,49
MSA_YP_005227791.1.faa,Mutations found,5,49
MSA_YP_005226553.1.faa,Mutations found,2,66
MSA_YP_005227698.1.faa,Mutations found,2,100
MSA_YP_005229220.1.faa,Mutations found,8,102
MSA_YP_005226270.1.faa,No mutations found,0,100
MSA_YP_005225424.1.faa,Mutations found,34,81
MSA_YP_005228298.1.faa,Mutations found,16,100
MSA_YP_005224920.1.faa,Mutations found,5,101
MSA_YP_005226059.1.faa,Mutations found,144,41
MSA_YP_005224323.1.faa,Mutations found,4,100
MSA_YP_005225034.1.faa,Mutations found,2,100
MSA_YP_005229446.1.faa,Mutations found,13,100
MSA_YP_005229019.1.faa,Mutations found,2,100
MSA_YP_005228902.1.faa,Mutations found,13,100
MSA_YP_005228340.1.faa,Mutations found,4,14
MSA_YP_005229538.1.faa,Mutations found,34,100
MSA_YP_005225811.1.faa,Mutations found,13,100
MSA_YP_005229086.1.faa,No mutations found,0,99
MSA_YP_005225807.1.faa,Mutations found,3,100
MSA_YP_005225680.1.faa,Mutations found,17,79
MSA_YP_005227195.1.faa,No mutations found,0,100
MSA_YP_005226789.1.faa,Mutations found,74,100
MSA_YP_005225712.1.faa,Mutations found,11,97
MSA_YP_005228115.1.faa,Mutations found,24,100
MSA_YP_005227321.1.faa,Mutations found,10,96
MSA_YP_005229566.1.faa,Mutations found,9,99
MSA_YP_005224813.1.faa,Mutations found,2,100
MSA_YP_005228477.1.faa,Mutations found,8,100
MSA_YP_005225067.1.faa,Mutations found,10,100
MSA_YP_005227585.1.faa,Mutations found,262,98
MSA_YP_005224508.1.faa,Mutations found,5,100
MSA_YP_005226807.1.faa,Mutations found,3,78
MSA_YP_005228924.1.faa,Mutations found,6,100
MSA_YP_005227217.1.faa,Mutations found,14,93
MSA_YP_005227991.1.faa,Mutations found,15,100
MSA_YP_005227821.1.faa,Mutations found,6,99
MSA_YP_005227289.1.faa,Mutations found,8,100
MSA_YP_005228279.1.faa,Mutations found,18,99
MSA_YP_005226252.1.faa,Mutations found,181,99
MSA_YP_005228631.1.faa,No mutations found,0,95
MSA_YP_005227683.1.faa,No mutations found,0,100
MSA_YP_005228422.1.faa,Mutations found,8,100
MSA_YP_005228972.1.faa,Mutations found,22,100
MSA_YP_005228615.1.faa,Mutations found,3,100
MSA_YP_005226105.1.faa,Mutations found,11,100
MSA_YP_005225410.1.faa,Mutations found,17,100
MSA_YP_005229127.1.faa,Mutations found,39,97
MSA_YP_005224904.1.faa,Mutations found,2,100
MSA_YP_005228809.1.faa,Mutations found,6,64
MSA_YP_005229077.1.faa,Mutations found,2,100
MSA_YP_005228817.1.faa,Mutations found,3,65
MSA_YP_005227777.1.faa,Mutations found,62,82
MSA_YP_005226617.1.faa,Mutations found,25,99
MSA_YP_005228826.1.faa,No mutations found,0,53
MSA_YP_005228426.1.faa,Mutations found,2,100
MSA_YP_005229261.1.faa,Mutations found,2,100
MSA_YP_005225363.1.faa,Mutations found,2,100
MSA_YP_005225059.1.faa,Mutations found,2,100
MSA_YP_005229061.1.faa,Mutations found,7,100
MSA_YP_005226297.1.faa,Mutations found,5,100
MSA_YP_005226837.1.faa,Mutations found,4,99
MSA_YP_005228484.1.faa,Mutations found,5,100
MSA_YP_005227148.1.faa,Mutations found,20,100
MSA_YP_005229578.1.faa,Mutations found,2,100
MSA_YP_005226180.1.faa,Mutations found,46,100
MSA_YP_005227932.1.faa,Mutations found,27,100
MSA_YP_005228858.1.faa,Mutations found,3,100
MSA_YP_005224684.1.faa,Mutations found,3,61
MSA_YP_005225948.1.faa,Mutations found,3,101
MSA_YP_005226404.1.faa,Mutations found,12,100
MSA_YP_005224404.1.faa,Mutations found,24,100
MSA_YP_005227431.1.faa,Mutations found,6,88
MSA_YP_005227138.1.faa,Mutations found,8,99
MSA_YP_005229206.1.faa,Mutations found,3,99
MSA_YP_005225521.1.faa,Mutations found,4,99
MSA_YP_005224365.1.faa,Mutations found,9,100
MSA_YP_005227547.1.faa,Mutations found,32,100
MSA_YP_005226309.1.faa,Mutations found,4,100
MSA_YP_005225352.1.faa,Mutations found,8,100
MSA_YP_005225596.1.faa,Mutations found,4,81
MSA_YP_005228987.1.faa,Mutations found,2,75
MSA_YP_005228922.1.faa,Mutations found,4,100
MSA_YP_005226170.1.faa,Mutations found,22,100
MSA_YP_005228286.1.faa,Mutations found,27,100
MSA_YP_005224733.1.faa,Mutations found,8,96
MSA_YP_005226176.1.faa,Mutations found,15,100
MSA_YP_005229064.1.faa,Mutations found,7,99
MSA_YP_005227998.1.faa,Mutations found,27,100
MSA_YP_005227637.1.faa,Mutations found,6,100
MSA_YP_005224748.1.faa,Mutations found,13,100
MSA_YP_005227156.1.faa,Mutations found,22,98
MSA_YP_005224586.1.faa,Mutations found,56,97
MSA_YP_005224902.1.faa,Mutations found,29,98
MSA_YP_005226125.1.faa,Mutations found,9,100
MSA_YP_005228661.1.faa,Mutations found,10,100
MSA_YP_005224589.1.faa,No mutations found,0,7
MSA_YP_005225831.1.faa,Mutations found,6,100
MSA_YP_005225163.1.faa,Mutations found,2,99
MSA_YP_005229339.1.faa,Mutations found,27,99
MSA_YP_005228014.1.faa,Mutations found,18,100
MSA_YP_005226473.1.faa,No mutations found,0,100
MSA_YP_005229369.1.faa,Mutations found,2,5
MSA_YP_005226280.1.faa,Mutations found,7,100
MSA_YP_005225161.1.faa,Mutations found,17,100
MSA_YP_005227542.1.faa,Mutations found,3,100
MSA_YP_005225367.1.faa,Mutations found,4,100
MSA_YP_005226421.1.faa,Mutations found,17,99
MSA_YP_005224391.1.faa,Mutations found,18,100
MSA_YP_005226582.1.faa,Mutations found,33,63
MSA_YP_005226359.1.faa,No mutations found,0,99
MSA_YP_005228887.1.faa,Mutations found,16,100
MSA_YP_005224778.1.faa,Mutations found,48,100
MSA_YP_005228130.1.faa,No mutations found,0,100
MSA_YP_005227309.1.faa,Mutations found,360,93
MSA_YP_005227291.1.faa,Mutations found,11,97
MSA_YP_005228047.1.faa,Mutations found,5,99
MSA_YP_005225409.1.faa,Mutations found,7,99
MSA_YP_005225246.1.faa,Mutations found,5,100
MSA_YP_005225434.1.faa,Mutations found,45,100
MSA_YP_005226979.1.faa,Mutations found,3,83
MSA_YP_005229415.1.faa,Mutations found,1,100
MSA_YP_005226755.1.faa,Mutations found,5,16
MSA_YP_005228657.1.faa,Mutations found,58,102
MSA_YP_005227437.1.faa,Mutations found,43,100
MSA_YP_005225555.1.faa,Mutations found,15,26
MSA_YP_005225738.1.faa,Mutations found,21,100
MSA_YP_005226379.1.faa,Mutations found,6,100
MSA_YP_005229505.1.faa,Mutations found,6,100
MSA_YP_005226941.1.faa,Mutations found,75,87
MSA_YP_005228622.1.faa,Mutations found,2,100
MSA_YP_005227476.1.faa,Mutations found,6,100
MSA_YP_005225199.1.faa,Mutations found,32,44
MSA_YP_005229474.1.faa,Mutations found,1,98
MSA_YP_005229426.1.faa,Mutations found,32,96
MSA_YP_005226435.1.faa,Mutations found,6,100
MSA_YP_005225586.1.faa,Mutations found,35,1
MSA_YP_005227730.1.faa,Mutations found,20,100
MSA_YP_005228178.1.faa,Mutations found,3,100
MSA_YP_005229118.1.faa,No mutations found,0,3
MSA_YP_005226224.1.faa,Mutations found,3,100
MSA_YP_005228867.1.faa,Mutations found,3,100
MSA_YP_005229115.1.faa,Mutations found,1,58
MSA_YP_005228106.1.faa,Mutations found,5,88
MSA_YP_005227375.1.faa,Mutations found,12,97
MSA_YP_005227233.1.faa,Mutations found,2,100
MSA_YP_005226544.1.faa,Mutations found,2,73
MSA_YP_005229421.1.faa,Mutations found,1,99
MSA_YP_005229002.1.faa,Mutations found,3,100
MSA_YP_005228937.1.faa,Mutations found,9,100
MSA_YP_005227107.1.faa,Mutations found,14,291
MSA_YP_005227302.1.faa,Mutations found,11,95
MSA_YP_005228204.1.faa,Mutations found,54,99
MSA_YP_005226182.1.faa,Mutations found,455,68
MSA_YP_005228510.1.faa,Mutations found,1,100
MSA_YP_005225894.1.faa,Mutations found,6,100
MSA_YP_005227423.1.faa,Mutations found,42,98
MSA_YP_005228892.1.faa,Mutations found,2,100
MSA_YP_005224351.1.faa,Mutations found,4,100
MSA_YP_005225333.1.faa,Mutations found,13,99
MSA_YP_005226382.1.faa,Mutations found,1,100
MSA_YP_005227350.1.faa,Mutations found,3,77
MSA_YP_005229253.1.faa,Mutations found,27,100
MSA_YP_005227776.1.faa,Mutations found,12,81
MSA_YP_005228377.1.faa,Mutations found,2,100
MSA_YP_005228281.1.faa,Mutations found,3,100
MSA_YP_005225634.1.faa,Mutations found,16,98
MSA_YP_005226968.1.faa,Mutations found,205,45
MSA_YP_005227140.1.faa,Mutations found,27,100
MSA_YP_005225225.1.faa,Mutations found,1,100
MSA_YP_005228659.1.faa,Mutations found,9,100
MSA_YP_005227524.1.faa,Mutations found,2,98
MSA_YP_005225243.1.faa,Mutations found,17,100
MSA_YP_005229437.1.faa,No mutations found,0,100
MSA_YP_005225484.1.faa,Mutations found,1,79
MSA_YP_005229072.1.faa,No mutations found,0,100
MSA_YP_005229540.1.faa,Mutations found,2,98
MSA_YP_005225954.1.faa,Mutations found,2,78
MSA_YP_005228761.1.faa,Mutations found,2,100
MSA_YP_005226073.1.faa,Mutations found,10,100
MSA_YP_005225892.1.faa,Mutations found,15,100
MSA_YP_005224549.1.faa,Mutations found,3,100
MSA_YP_005225384.1.faa,No mutations found,0,99
MSA_YP_005226009.1.faa,Mutations found,2,100
MSA_YP_005224944.1.faa,Mutations found,4,100
MSA_YP_005225229.1.faa,Mutations found,3,100
MSA_YP_005224440.1.faa,Mutations found,17,100
MSA_YP_005224617.1.faa,Mutations found,1,100
MSA_YP_005225219.1.faa,Mutations found,1,99
MSA_YP_005226450.1.faa,Mutations found,24,100
MSA_YP_005226826.1.faa,Mutations found,389,97
MSA_YP_005225327.1.faa,Mutations found,2,99
MSA_YP_005227721.1.faa,Mutations found,21,98
MSA_YP_005226511.1.faa,No mutations found,0,100
MSA_YP_005228467.1.faa,Mutations found,10,89
MSA_YP_005228284.1.faa,Mutations found,44,100
MSA_YP_005229503.1.faa,Mutations found,9,99
MSA_YP_005224887.1.faa,Mutations found,23,100
MSA_YP_005226770.1.faa,Mutations found,7,100
MSA_YP_005226798.1.faa,Mutations found,9,100
MSA_YP_005225554.1.faa,Mutations found,93,5
MSA_YP_005227588.1.faa,Mutations found,7,99
MSA_YP_005226531.1.faa,Mutations found,22,54
MSA_YP_005224814.1.faa,Mutations found,7,100
MSA_YP_005229054.1.faa,Mutations found,2,100
MSA_YP_005229049.1.faa,No mutations found,0,100
MSA_YP_005227525.1.faa,Mutations found,2,99
MSA_YP_005224784.1.faa,Mutations found,13,99
MSA_YP_005226627.1.faa,Mutations found,10,97
MSA_YP_005229497.1.faa,Mutations found,6,99
MSA_YP_005227211.1.faa,Mutations found,20,99
MSA_YP_005225142.1.faa,Mutations found,19,100
MSA_YP_005228166.1.faa,Mutations found,2,100
MSA_YP_005225101.1.faa,Mutations found,1,100
MSA_YP_005226609.1.faa,Mutations found,35,133
MSA_YP_005224350.1.faa,Mutations found,3,86
MSA_YP_005227792.1.faa,Mutations found,84,49
MSA_YP_005226723.1.faa,Mutations found,3,100
MSA_YP_005224889.1.faa,Mutations found,3,100
MSA_YP_005229043.1.faa,No mutations found,0,100
MSA_YP_005227793.1.faa,Mutations found,11,49
MSA_YP_005228070.1.faa,Mutations found,11,100
MSA_YP_005228367.1.faa,Mutations found,15,99
MSA_YP_005224712.1.faa,Mutations found,8,100
MSA_YP_005227565.1.faa,Mutations found,31,26
MSA_YP_005226137.1.faa,Mutations found,153,33
MSA_YP_005225499.1.faa,No mutations found,0,100
MSA_YP_005228682.1.faa,Mutations found,15,100
MSA_YP_005228549.1.faa,Mutations found,6,100
MSA_YP_005228399.1.faa,Mutations found,20,100
MSA_YP_005227727.1.faa,Mutations found,3,98
MSA_YP_005227770.1.faa,Mutations found,19,81
MSA_YP_005225504.1.faa,Mutations found,1,100
MSA_YP_005228998.1.faa,Mutations found,3,100
MSA_YP_005225022.1.faa,Mutations found,16,100
MSA_YP_005226346.1.faa,No mutations found,0,4
MSA_YP_005228168.1.faa,Mutations found,3,100
MSA_YP_005225665.1.faa,Mutations found,2,62
MSA_YP_005225224.1.faa,Mutations found,14,100
MSA_YP_005224527.1.faa,Mutations found,6,100
MSA_YP_005228059.1.faa,Mutations found,3,100
MSA_YP_005225518.1.faa,Mutations found,3,100
MSA_YP_005225626.1.faa,Mutations found,9,100
MSA_YP_005228907.1.faa,Mutations found,2,100
MSA_YP_005228496.1.faa,Mutations found,1,100
MSA_YP_005224598.1.faa,Mutations found,4,100
MSA_YP_005229214.1.faa,Mutations found,13,100
MSA_YP_005226122.1.faa,Mutations found,9,100
MSA_YP_005226344.1.faa,Mutations found,4,99
MSA_YP_005226529.1.faa,Mutations found,8,98
MSA_YP_005228116.1.faa,Mutations found,2,98
MSA_YP_005227161.1.faa,Mutations found,15,87
MSA_YP_005229317.1.faa,Mutations found,6,100
MSA_YP_005224358.1.faa,Mutations found,7,100
MSA_YP_005228160.1.faa,Mutations found,1,100
MSA_YP_005226959.1.faa,Mutations found,20,98
MSA_YP_005225010.1.faa,Mutations found,9,100
MSA_YP_005224787.1.faa,Mutations found,14,100
MSA_YP_005225014.1.faa,Mutations found,7,100
MSA_YP_005226267.1.faa,Mutations found,109,100
MSA_YP_005229012.1.faa,Mutations found,2,100
MSA_YP_005226395.1.faa,Mutations found,4,100
MSA_YP_005225820.1.faa,No mutations found,0,99
MSA_YP_005225020.1.faa,Mutations found,10,100
MSA_YP_005224767.1.faa,Mutations found,5,100
MSA_YP_005226003.1.faa,Mutations found,8,100
MSA_YP_005227071.1.faa,Mutations found,45,99
MSA_YP_005226676.1.faa,Mutations found,30,100
MSA_YP_005224942.1.faa,Mutations found,17,95
MSA_YP_005228392.1.faa,Mutations found,7,100
MSA_YP_005227832.1.faa,Mutations found,3,100
MSA_YP_005227675.1.faa,Mutations found,2,100
MSA_YP_005228532.1.faa,Mutations found,2,5
MSA_YP_005225971.1.faa,Mutations found,3,100
MSA_YP_005227480.1.faa,Mutations found,5,76
MSA_YP_005229142.1.faa,Mutations found,4,100
MSA_YP_005225645.1.faa,Mutations found,25,98
MSA_YP_005226821.1.faa,No mutations found,0,145
MSA_YP_005224610.1.faa,No mutations found,0,7
MSA_YP_005229039.1.faa,Mutations found,1,100
MSA_YP_005229233.1.faa,No mutations found,0,102
MSA_YP_005224492.1.faa,Mutations found,1,100
MSA_YP_005225425.1.faa,Mutations found,3,100
MSA_YP_005226885.1.faa,Mutations found,8,100
MSA_YP_005224843.1.faa,Mutations found,77,52
MSA_YP_005228645.1.faa,Mutations found,8,100
MSA_YP_005229438.1.faa,Mutations found,4,100
MSA_YP_005226891.1.faa,Mutations found,23,99
MSA_YP_005227993.1.faa,Mutations found,4,100
MSA_YP_005228583.1.faa,Mutations found,1,100
MSA_YP_005225896.1.faa,No mutations found,0,3
MSA_YP_005226650.1.faa,Mutations found,3,100
MSA_YP_005224593.1.faa,Mutations found,10,100
MSA_YP_005228448.1.faa,No mutations found,0,100
MSA_YP_005227845.1.faa,Mutations found,60,58
MSA_YP_005227532.1.faa,Mutations found,11,100
MSA_YP_005226919.1.faa,Mutations found,69,96
MSA_YP_005226528.1.faa,Mutations found,34,99
MSA_YP_005224686.1.faa,Mutations found,3,59
MSA_YP_005224591.1.faa,Mutations found,34,99
MSA_YP_005226368.1.faa,Mutations found,8,100
MSA_YP_005228417.1.faa,Mutations found,9,100
MSA_YP_005229252.1.faa,Mutations found,7,97
MSA_YP_005228357.1.faa,No mutations found,0,5
MSA_YP_005227672.1.faa,Mutations found,2,86
MSA_YP_005225386.1.faa,Mutations found,18,100
MSA_YP_005227391.1.faa,Mutations found,7,100
MSA_YP_005229308.1.faa,Mutations found,9,100
MSA_YP_005225419.1.faa,Mutations found,2,100
MSA_YP_005225493.1.faa,Mutations found,1,100
MSA_YP_005229347.1.faa,Mutations found,6,100
MSA_YP_005229316.1.faa,Mutations found,21,100
MSA_YP_005226828.1.faa,Mutations found,601,95
MSA_YP_005225088.1.faa,Mutations found,10,100
MSA_YP_005226907.1.faa,Mutations found,14,100
MSA_YP_005227378.1.faa,Mutations found,2,96
MSA_YP_005226794.1.faa,Mutations found,8,100
MSA_YP_005225904.1.faa,Mutations found,3,99
MSA_YP_005225843.1.faa,Mutations found,61,100
